CODIGO GESTOR;Gestão do Recurso;DESCRIÇÃO DO GESTOR;VALOR;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro;% TOTAL;SQ (CODIGO Interno;UF;STATUS
120000;ESTADUAL;Acre;2.550.776,40;0%;10%;15%;15%;10%;10%;10%;10%;10%;10%;100%;30001;ACRE;APROVADO
270000;ESTADUAL;Alagoas;2.835.357,05;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30001;ALAGOAS;APROVADO
270430;MUNICIPAL;MACEIO;1.453.549,63;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30002;ALAGOAS;APROVADO
270860;MUNICIPAL;SAO MIGUEL DOS CAMPOS;245.095,70;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30003;ALAGOAS;APROVADO
270630;MUNICIPAL;PALMEIRA DOS INDIOS;939.637,58;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30004;ALAGOAS;APROVADO
270230;MUNICIPAL;CORURIPE;270.060,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30005;ALAGOAS;APROVADO
270690;MUNICIPAL;PILAR;1.286.437,40;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30006;ALAGOAS;APROVADO
270670;MUNICIPAL;PENEDO;1.025.031,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30007;ALAGOAS;APROVADO
270800;MUNICIPAL;SANTANA DO IPANEMA;1.048.387,10;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30008;ALAGOAS;APROVADO
270915;MUNICIPAL;TEOTONIO VILELA;362.190,60;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30009;ALAGOAS;APROVADO
160000;ESTADUAL;Amapá;2.468.468,16;0%;0%;14%;14%;12%;12%;12%;12%;12%;12%;100%;30001;AMAPA;APROVADO
130000;ESTADUAL;Amazonas;7.550.130,50;0%;10%;20%;10%;10%;10%;10%;10%;10%;10%;100%;30001;AMAZONAS;APROVADO
130002;MUNICIPAL;ALVARAES;46.071,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30002;AMAZONAS;APROVADO
130006;MUNICIPAL;AMATURA;33.534,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30003;AMAZONAS;APROVADO
130020;MUNICIPAL;ATALAIA DO NORTE;58.629,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30004;AMAZONAS;APROVADO
130014;MUNICIPAL;APUI;63.894,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30005;AMAZONAS;APROVADO
130030;MUNICIPAL;AUTAZES;115.224,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30006;AMAZONAS;APROVADO
130050;MUNICIPAL;BARREIRINHA;92.502,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30007;AMAZONAS;APROVADO
130060;MUNICIPAL;BENJAMIN CONSTANT;126.093,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30008;AMAZONAS;APROVADO
130070;MUNICIPAL;BOCA DO ACRE;98.229,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30009;AMAZONAS;APROVADO
130080;MUNICIPAL;BORBA;118.941,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30010;AMAZONAS;APROVADO
130100;MUNICIPAL;CARAUARI;80.700,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30011;AMAZONAS;APROVADO
130110;MUNICIPAL;CAREIRO;109.083,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30012;AMAZONAS;APROVADO
130120;MUNICIPAL;COARI;243.663,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30013;AMAZONAS;APROVADO
130130;MUNICIPAL;CODAJAS;83.430,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30014;AMAZONAS;APROVADO
130140;MUNICIPAL;EIRUNEPE;101.499,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30015;AMAZONAS;APROVADO
130160;MUNICIPAL;FONTE BOA;46.107,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30016;AMAZONAS;APROVADO
130165;MUNICIPAL;GUAJARA;48.312,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30017;AMAZONAS;APROVADO
130170;MUNICIPAL;HUMAITA;160.716,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30018;AMAZONAS;APROVADO
130180;MUNICIPAL;IPIXUNA;87.591,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30019;AMAZONAS;APROVADO
130185;MUNICIPAL;IRANDUBA;139.707,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30020;AMAZONAS;APROVADO
130200;MUNICIPAL;ITAPIRANGA;26.166,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30021;AMAZONAS;APROVADO
130240;MUNICIPAL;LABREA;133.992,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30022;AMAZONAS;APROVADO
130250;MUNICIPAL;MANACAPURU;279.912,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30023;AMAZONAS;APROVADO
130255;MUNICIPAL;MANAQUIRI;95.484,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30024;AMAZONAS;APROVADO
130270;MUNICIPAL;MANICORE;161.307,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30025;AMAZONAS;APROVADO
130290;MUNICIPAL;MAUES;185.904,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30026;AMAZONAS;APROVADO
130300;MUNICIPAL;NHAMUNDA;61.005,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30027;AMAZONAS;APROVADO
130310;MUNICIPAL;NOVA OLINDA DO NORTE;108.648,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30028;AMAZONAS;APROVADO
130320;MUNICIPAL;NOVO AIRAO;57.309,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30029;AMAZONAS;APROVADO
130330;MUNICIPAL;NOVO ARIPUANA;74.304,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30030;AMAZONAS;APROVADO
130340;MUNICIPAL;PARINTINS;327.192,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30031;AMAZONAS;APROVADO
130353;MUNICIPAL;PRESIDENTE FIGUEIREDO;107.046,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30032;AMAZONAS;APROVADO
130360;MUNICIPAL;SANTA ISABEL DO RIO NEGRO;74.649,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30033;AMAZONAS;APROVADO
130370;MUNICIPAL;SANTO ANTONIO DO ICA;58.698,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30034;AMAZONAS;APROVADO
130390;MUNICIPAL;SAO PAULO DE OLIVENCA;114.750,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30035;AMAZONAS;APROVADO
130395;MUNICIPAL;SAO SEBASTIAO DO UATUMA;41.244,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30036;AMAZONAS;APROVADO
130400;MUNICIPAL;SILVES;26.100,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30037;AMAZONAS;APROVADO
130410;MUNICIPAL;TAPAUA;47.421,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30038;AMAZONAS;APROVADO
130420;MUNICIPAL;TEFE;166.491,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30039;AMAZONAS;APROVADO
130423;MUNICIPAL;TONANTINS;53.496,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30040;AMAZONAS;APROVADO
130430;MUNICIPAL;URUCARA;44.979,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30041;AMAZONAS;APROVADO
130440;MUNICIPAL;URUCURITUBA;67.713,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30042;AMAZONAS;APROVADO
130190;MUNICIPAL;ITACOATIARA;292.379,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30043;AMAZONAS;APROVADO
230000;ESTADUAL;Ceará;9.965.233,84;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30001;CEARA;APROVADO
230020;MUNICIPAL;ACARAU;60.815,50;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30002;CEARA;APROVADO
230030;MUNICIPAL;ACOPIARA;48.202,72;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30003;CEARA;APROVADO
230100;MUNICIPAL;AQUIRAZ;43.541,56;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30004;CEARA;APROVADO
230110;MUNICIPAL;ARACATI;31.093,68;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30005;CEARA;APROVADO
230120;MUNICIPAL;ARACOIABA;16.800,76;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30006;CEARA;APROVADO
230170;MUNICIPAL;AURORA;6.153,32;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30007;CEARA;APROVADO
230190;MUNICIPAL;BARBALHA;628.375,40;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30008;CEARA;APROVADO
230250;MUNICIPAL;BREJO SANTO;58.385,94;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30009;CEARA;APROVADO
230260;MUNICIPAL;CAMOCIM;35.111,88;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30010;CEARA;APROVADO
230280;MUNICIPAL;CANINDE;86.458,88;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30011;CEARA;APROVADO
230350;MUNICIPAL;CASCAVEL;62.784,06;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30012;CEARA;APROVADO
230370;MUNICIPAL;CAUCAIA;388.394,68;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30013;CEARA;APROVADO
230410;MUNICIPAL;CRATEUS;14.035,48;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30014;CEARA;APROVADO
230420;MUNICIPAL;CRATO;1.538.771,88;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30015;CEARA;APROVADO
230423;MUNICIPAL;CROATA;32.396,70;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30016;CEARA;APROVADO
230425;MUNICIPAL;CRUZ;4.508,20;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30017;CEARA;APROVADO
230428;MUNICIPAL;EUSEBIO;77.474,22;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30018;CEARA;APROVADO
230440;MUNICIPAL;FORTALEZA;6.504.231,24;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30019;CEARA;APROVADO
230470;MUNICIPAL;GRANJA;41.952,94;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30020;CEARA;APROVADO
230500;MUNICIPAL;GUARACIABA DO NORTE;39.429,24;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30021;CEARA;APROVADO
230523;MUNICIPAL;HORIZONTE;114.356,66;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30022;CEARA;APROVADO
230550;MUNICIPAL;IGUATU;650.669,46;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30023;CEARA;APROVADO
230580;MUNICIPAL;IPU;18.977,28;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30024;CEARA;APROVADO
230640;MUNICIPAL;ITAPIPOCA;52.450,88;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30025;CEARA;APROVADO
230655;MUNICIPAL;ITAREMA;56.417,72;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30026;CEARA;APROVADO
230670;MUNICIPAL;JAGUARETAMA;13.784,04;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30027;CEARA;APROVADO
230680;MUNICIPAL;JAGUARIBARA;11.748,56;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30028;CEARA;APROVADO
230690;MUNICIPAL;JAGUARIBE;52.176,04;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30029;CEARA;APROVADO
230730;MUNICIPAL;JUAZEIRO DO NORTE;210.758,06;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30030;CEARA;APROVADO
230760;MUNICIPAL;LIMOEIRO DO NORTE;55.671,42;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30031;CEARA;APROVADO
230765;MUNICIPAL;MARACANAU;1.652.833,22;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30032;CEARA;APROVADO
230810;MUNICIPAL;MAURITI;28.169,88;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30033;CEARA;APROVADO
230840;MUNICIPAL;MISSAO VELHA;6.797,36;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30034;CEARA;APROVADO
230870;MUNICIPAL;MORADA NOVA;59.203,40;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30035;CEARA;APROVADO
230900;MUNICIPAL;MUCAMBO;10.379,62;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30036;CEARA;APROVADO
230930;MUNICIPAL;NOVA RUSSAS;112.876,58;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30037;CEARA;APROVADO
230950;MUNICIPAL;OROS;10.651,56;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30038;CEARA;APROVADO
231020;MUNICIPAL;PARACURU;28.684,60;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30039;CEARA;APROVADO
231050;MUNICIPAL;PEDRA BRANCA;12.245,76;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30040;CEARA;APROVADO
231070;MUNICIPAL;PENTECOSTE;43.038,04;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30041;CEARA;APROVADO
231130;MUNICIPAL;QUIXADA;52.217,04;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30042;CEARA;APROVADO
231135;MUNICIPAL;QUIXELO;10.675,36;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30043;CEARA;APROVADO
231140;MUNICIPAL;QUIXERAMOBIM;20.865,00;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30044;CEARA;APROVADO
231160;MUNICIPAL;REDENCAO;10.702,60;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30045;CEARA;APROVADO
231180;MUNICIPAL;RUSSAS;62.984,78;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30046;CEARA;APROVADO
231220;MUNICIPAL;SANTA QUITERIA;153.295,20;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30047;CEARA;APROVADO
231230;MUNICIPAL;SAO BENEDITO;25.702,62;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30048;CEARA;APROVADO
231240;MUNICIPAL;SAO GONCALO DO AMARANTE;24.203,86;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30049;CEARA;APROVADO
231290;MUNICIPAL;SOBRAL;2.551.829,94;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30050;CEARA;APROVADO
231300;MUNICIPAL;SOLONOPOLE;15.307,20;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30051;CEARA;APROVADO
231310;MUNICIPAL;TABULEIRO DO NORTE;81.536,10;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30052;CEARA;APROVADO
231320;MUNICIPAL;TAMBORIL;16.479,08;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30053;CEARA;APROVADO
231330;MUNICIPAL;TAUA;7.900,02;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30054;CEARA;APROVADO
231340;MUNICIPAL;TIANGUA;51.674,10;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30055;CEARA;APROVADO
231400;MUNICIPAL;VARZEA ALEGRE;19.628,18;0%;11%;11%;11%;11%;11%;11%;11%;11%;11%;100%;30056;CEARA;APROVADO
530000;ESTADUAL;Distrito Federal;8.703.429,35;5%;10%;11%;11%;11%;11%;11%;11%;11%;8%;100%;30019;DISTRITO FEDERAL;APROVADO
320000;ESTADUAL;Espírito Santo;10.113.205,27;10%;10%;10%;10%;10%;10%;10%;10%;10%;10%;100%;30001;ESPIRITO SANTO;APROVADO
320150;MUNICIPAL;COLATINA;499.949,62;10%;10%;10%;10%;10%;10%;10%;10%;10%;10%;100%;30002;ESPIRITO SANTO;APROVADO
320480;MUNICIPAL;SAO JOSE DO CALCADO;653.795,22;10%;10%;10%;10%;10%;10%;10%;10%;10%;10%;100%;30003;ESPIRITO SANTO;APROVADO
320090;MUNICIPAL;BARRA DE SAO FRANCISCO;289.078,78;10%;10%;10%;10%;10%;10%;10%;10%;10%;10%;100%;30004;ESPIRITO SANTO;APROVADO
210000;ESTADUAL;Maranhão;13.001.793,26;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30001;MARANHÃO;APROVADO
210005;MUNICIPAL;ACAILANDIA;107.553,10;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30002;MARANHÃO;APROVADO
210060;MUNICIPAL;AMARANTE DO MARANHAO;211.279,69;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30003;MARANHÃO;APROVADO
210140;MUNICIPAL;BALSAS;337.372,49;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30004;MARANHÃO;APROVADO
210160;MUNICIPAL;BARRA DO CORDA;203.398,03;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30005;MARANHÃO;APROVADO
210230;MUNICIPAL;BURITI BRAVO;22.982,22;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30006;MARANHÃO;APROVADO
210232;MUNICIPAL;BURITICUPU;17.448,57;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30007;MARANHÃO;APROVADO
210280;MUNICIPAL;CAROLINA;42.741,91;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30008;MARANHÃO;APROVADO
210325;MUNICIPAL;CIDELANDIA;20.221,15;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30009;MARANHÃO;APROVADO
210340;MUNICIPAL;COELHO NETO;97.548,63;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30010;MARANHÃO;APROVADO
210350;MUNICIPAL;COLINAS;29.834,96;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30011;MARANHÃO;APROVADO
210355;MUNICIPAL;CONCEICAO DO LAGO-ACU;47.132,87;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30012;MARANHÃO;APROVADO
210530;MUNICIPAL;IMPERATRIZ;717.758,24;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30013;MARANHÃO;APROVADO
210535;MUNICIPAL;ITAIPAVA DO GRAJAU;51.305,10;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30014;MARANHÃO;APROVADO
210547;MUNICIPAL;JENIPAPO DOS VIEIRAS;12.689,65;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30015;MARANHÃO;APROVADO
210570;MUNICIPAL;LAGO DA PEDRA;149.583,45;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30016;MARANHÃO;APROVADO
210600;MUNICIPAL;LIMA CAMPOS;14.409,80;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30017;MARANHÃO;APROVADO
210660;MUNICIPAL;MATOES;94.225,94;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30018;MARANHÃO;APROVADO
210680;MUNICIPAL;MIRINZAL;21.328,09;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30019;MARANHÃO;APROVADO
210780;MUNICIPAL;PARNARAMA;16.627,18;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30020;MARANHÃO;APROVADO
210860;MUNICIPAL;PINHEIRO;56.158,76;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30021;MARANHÃO;APROVADO
210880;MUNICIPAL;PIRAPEMAS;12.045,69;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30022;MARANHÃO;APROVADO
210890;MUNICIPAL;POCAO DE PEDRAS;119.724,33;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30023;MARANHÃO;APROVADO
210920;MUNICIPAL;PRESIDENTE JUSCELINO;42.184,45;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30024;MARANHÃO;APROVADO
210980;MUNICIPAL;SANTA HELENA;36.315,92;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30025;MARANHÃO;APROVADO
211020;MUNICIPAL;SANTA RITA;85.456,08;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30026;MARANHÃO;APROVADO
211023;MUNICIPAL;SANTANA DO MARANHAO;7.886,86;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30027;MARANHÃO;APROVADO
211090;MUNICIPAL;SAO FRANCISCO DO MARANHAO;67.206,82;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30028;MARANHÃO;APROVADO
211107;MUNICIPAL;SAO JOAO DO SOTER;103.089,19;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30029;MARANHÃO;APROVADO
211110;MUNICIPAL;SAO JOAO DOS PATOS;21.768,06;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30030;MARANHÃO;APROVADO
211120;MUNICIPAL;SAO JOSE DE RIBAMAR;408.190,89;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30031;MARANHÃO;APROVADO
211130;MUNICIPAL;SAO LUIS;3.340.432,99;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30032;MARANHÃO;APROVADO
211157;MUNICIPAL;SAO PEDRO DOS CRENTES;21.852,44;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30033;MARANHÃO;APROVADO
211172;MUNICIPAL;SATUBINHA;20.356,58;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30034;MARANHÃO;APROVADO
211220;MUNICIPAL;TIMON;517.805,86;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30035;MARANHÃO;APROVADO
211230;MUNICIPAL;TUNTUM;42.320,30;4%;14%;15%;10%;12%;10%;10%;10%;10%;5%;100%;30036;MARANHÃO;APROVADO
310000;ESTADUAL;Minas Gerais;7.615.906,30;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30001;MINAS GERAIS;APROVADO
310090;MUNICIPAL;AGUAS FORMOSAS;176.650,72;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30002;MINAS GERAIS;APROVADO
310120;MUNICIPAL;AIURUOCA;114.305,25;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30003;MINAS GERAIS;APROVADO
310160;MUNICIPAL;ALFENAS;1.116.673,87;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30004;MINAS GERAIS;APROVADO
310170;MUNICIPAL;ALMENARA;295.693,41;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30005;MINAS GERAIS;APROVADO
310190;MUNICIPAL;ALPINOPOLIS;84.844,01;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30006;MINAS GERAIS;APROVADO
310230;MUNICIPAL;ALVINOPOLIS;52.520,45;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30007;MINAS GERAIS;APROVADO
310260;MUNICIPAL;ANDRADAS;156.880,51;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30008;MINAS GERAIS;APROVADO
310280;MUNICIPAL;ANDRELANDIA;57.175,19;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30009;MINAS GERAIS;APROVADO
310340;MUNICIPAL;ARACUAI;251.896,90;0%;10%;12%;14%;14%;15%;15%;10%;5%;5%;100%;30010;MINAS GERAIS;APROVADO
